Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512578213365	22.35	8182.78	1.7873	8182.96	1.69509	8183.46	1.89804	8182.84	1.79536	8182.45	2.1186	30.5579
1512578214392	22.35	8181.78	1.92209	8182.28	1.48661	8182.23	1.83275	8182.4	1.60728	8182.97	2.34278	30.5205
1512578215401	22.36	8184.89	1.83333	8184.56	2.08327	8185.31	1.84321	8184.76	2.02649	8183.94	2.42424	30.6245
1512578216419	22.36	8184.33	1.58114	8184	1.87083	8184.46	1.45002	8184.04	1.98914	8183.89	2.16111	30.6101
1512578217443	22.37	8182.22	1.56347	8182.12	1.45258	8182.38	1.50214	8182.32	1.43527	8182.31	2.18821	30.55
1512578218545	22.37	8182	1.73205	8181.76	1.33167	8181.92	1.49786	8181.88	1.45258	8181.77	2.14877	30.5227
1512578219576	22.37	8180.11	1.53659	8180.12	2.02731	8180.31	1.75046	8180.12	1.9218	8180.01	2.3706	30.4586
1512578220602	22.37	8179.22	1.71594	8178.64	1.43991	8179.23	1.58923	8178.64	1.60416	8178.91	2.32682	30.4255
1512578221751	22.38	8179.33	1.65831	8179.04	2.09125	8179.38	1.85016	8179.16	2.01412	8178.58	2.49078	30.4296
1512578222828	22.38	8177.78	1.30171	8177.52	1.91746	8177.77	1.92154	8177.44	1.89473	8177.38	2.34008	30.3758
1512578223851	22.37	8178.22	1.48137	8177.68	1.86458	8178.15	1.99358	8177.64	1.8	8176.79	2.18695	30.3882
1512578224927	22.38	8176.67	1.65831	8176.36	1.97653	8176.69	1.75046	8176.36	1.89033	8175.66	2.22335	30.3304
1512578225958	22.38	8174.44	1.81046	8174.28	1.79165	8174.69	1.70219	8174.4	1.70783	8173.83	2.095	30.2608
1512578227044	22.37	8171.89	1.90029	8172.08	1.91311	8172.23	1.92154	8172.12	1.9	8172.15	2.16979	30.1599
1512578228136	22.37	8172.11	2.08833	8172.24	1.94251	8172.31	1.88788	8171.96	2.11108	8171.31	2.22083	30.1535
1512578229178	22.37	8170.33	2.23607	8170.08	2.1	8170.54	2.14536	8170	1.89297	8169.96	2.17795	30.1289
1512578230223	22.37	8169	2.29129	8168.84	1.90788	8169.08	2.2532	8168.68	1.8868	8169.26	2.0304	30.0511
1512578231250	22.37	8169.67	1.5	8169.44	1.66032	8169.54	1.61325	8169.08	1.6563	8168.87	2.19108	30.0797
1512578232344	22.36	8168.67	1.65831	8168.4	1.75594	8168.69	1.54837	8168.4	1.65831	8167.84	2.25155	30.0348
1512578233396	22.36	8168	1.41421	8167.44	1.80462	8167.85	1.57301	8167.44	1.68523	8167.63	2.6973	29.9974
1512578234417	22.37	8166.56	2.00693	8166.32	1.99416	8166.54	2.02548	8166.28	1.96893	8166.14	2.67241	29.959
1512578235444	22.36	8164.22	2.86259	8164	2.53311	8164.31	2.86893	8164	2.43242	8164.12	2.54569	29.8816
1512578236487	22.35	8166.89	1.69148	8165.72	2.03142	8166.62	1.60927	8165.52	2.18174	8164.12	2.36623	29.977
1512578237516	22.35	8164.22	1.64148	8163.12	1.98578	8164	1.68325	8163.32	1.93046	8162.21	2.24802	29.9159
1512578238522	22.35	8162.22	2.16667	8162.96	1.98914	8162.62	2.06311	8162.96	2.13073	8162.18	2.34815	29.8062
1512578239532	22.36	8163.11	1.45297	8162.64	1.28712	8162.77	1.30089	8162.6	1.35401	8161.26	2.08607	29.7738
1512578240558	22.35	8160.56	2.00693	8160.32	1.51987	8160.31	1.70219	8160.24	1.66533	8160.52	2.16529	29.7333
1512578241584	22.34	8159.11	1.61589	8159.32	1.7253	8159.46	1.76141	8159.44	1.89473	8159.25	2.35635	29.6727
1512578242597	22.35	8157.56	1.5899	8157.96	1.61967	8157.85	1.51911	8158.12	1.83303	8157.52	2.26631	29.6203
1512578243635	22.33	8156.56	2.29734	8157.4	2.04124	8157	2.08167	8157.64	2.15793	8157.61	2.37155	29.5688
1512578244648	22.34	8157.89	2.26078	8157.48	2.12368	8157.54	2.22169	8157.64	2.09921	8157.19	2.16901	29.6155
1512578245674	22.33	8156.56	1.94365	8156.52	2.08407	8156.31	1.84321	8156.4	1.89297	8156.39	2.18405	29.5736
1512578246712	22.33	8155.44	2.12786	8155.4	1.91485	8155.38	1.98068	8155.48	1.68622	8155.44	2.00983	29.5391
1512578247782	22.33	8156.11	1.90029	8156.76	1.69017	8156.23	1.58923	8156.6	1.55456	8156.06	2.11302	29.5406
1512578248799	22.33	8154.67	1.73205	8154.92	1.80093	8154.62	1.55662	8154.76	1.61452	8154.56	2.21449	29.527
1512578249825	22.33	8154.22	2.43812	8154.64	2.07926	8154.15	2.03495	8154.28	1.83757	8154.39	2.19383	29.4829
1512578250868	22.31	8152.78	2.43812	8153.04	1.96808	8152.77	2.12736	8153	1.93649	8153.38	2.19064	29.4244
1512578251877	22.31	8152.67	2.12132	8153.24	1.64012	8152.92	1.84669	8153.04	1.69509	8153.23	2.25521	29.4179
1512578252968	22.31	8151.22	1.85592	8152.12	1.96469	8151.62	1.75777	8151.88	1.98578	8152.03	2.21838	29.3699
1512578254022	22.32	8149.89	1.96497	8150.16	2.11503	8149.77	1.69085	8150	2.10159	8150.3	2.35426	29.3181
1512578255132	22.31	8151.22	2.04803	8151.16	1.79536	8151.23	1.87767	8151.52	2.04369	8150.88	2.23404	29.3684
1512578256158	22.3	8150.56	2.12786	8150.04	2.22636	8150.38	2.06311	8150.36	2.27083	8149.68	2.18671	29.3315
1512578257184	22.31	8149.11	1.45297	8148.8	1.25831	8148.85	1.40512	8149.04	1.45717	8148.83	2.38779	29.2797
1512578258218	22.3	8148.78	1.39443	8148.64	1.52425	8148.77	1.58923	8148.92	1.52534	8148.96	2.43848	29.2678
1512578259253	22.29	8148.67	2.12132	8148.24	2.12681	8148.62	1.93815	8148.68	2.32236	8149.42	2.72255	29.2573
1512578260275	22.29	8148.67	1.93649	8148.08	1.95619	8148.38	1.80455	8148.36	2.03879	8148.79	2.3976	29.2509
1512578261289	22.29	8150.44	2.18581	8150.52	1.89561	8150.38	2.10311	8150.4	2	8149.54	2.16251	29.2733
1512578262312	22.28	8150.11	1.96497	8149.72	1.69607	8149.92	1.75412	8149.72	1.67133	8149.27	2.38046	29.3026
1512578263350	22.28	8148.33	1.22474	8148.4	2.02073	8148.54	2.22169	8148.64	1.95533	8148.18	2.65425	29.2429
1512578264364	22.27	8148.11	1.2693	8147.84	1.86369	8148.15	1.62512	8148.04	1.83666	8147.72	2.42694	29.2285
1512578265404	22.28	8149.56	1.424	8149.68	1.70098	8149.54	1.5064	8149.56	1.75784	8148.04	2.41703	29.2762
1512578266415	22.27	8149.22	1.7873	8148.52	2.2383	8149	1.91485	8148.6	2.16025	8147.97	2.81903	29.2708
1512578267474	22.27	8148.33	1.93649	8147.84	1.72434	8148.31	1.79743	8148	1.82574	8147.37	2.40538	29.2325
1512578268491	22.27	8147.33	1.22474	8147	1.75594	8147.23	1.58923	8147.16	2.0347	8147.1	2.30706	29.2007
1512578269505	22.27	8146.67	1.65831	8147.24	1.69017	8146.69	1.75046	8147.08	1.95619	8147.09	2.43276	29.1768
1512578270530	22.27	8146.56	1.50923	8146.56	1.91659	8146.38	1.55662	8146.4	1.58114	8146.26	2.39471	29.1768
1512578271605	22.27	8145.11	1.76383	8144.92	1.91311	8145.08	1.65638	8144.92	1.82392	8144.61	2.34751	29.1174
1512578272697	22.27	8146.67	2.23607	8145.88	2.66646	8146.69	2.05688	8145.96	2.44063	8144.72	2.61539	29.1729
1512578273720	22.27	8145.78	1.48137	8144.68	1.62583	8145.38	1.50214	8145.08	1.38203	8144.87	2.33463	29.1491
1512578274734	22.27	8145.67	2.17945	8144.84	2.39235	8145	2.3094	8144.84	2.21133	8144.25	2.3252	29.1372
1512578275786	22.27	8144.33	1.58114	8144.08	1.84662	8144.08	1.60528	8144.28	1.67133	8144.25	2.33415	29.0976
1512578276913	22.26	8143.11	1.16667	8142.8	1.93649	8142.85	1.14354	8142.96	1.59374	8143.12	2.47384	29.0397
1512578277922	22.26	8145.78	2.04803	8145.04	2.49132	8145.54	2.18386	8144.96	2.49132	8143.82	2.46223	29.1282
1512578278963	22.26	8144.33	1.58114	8143.84	2.44404	8144.15	1.72463	8144.08	2.17792	8143.46	2.325	29.0806
1512578280015	22.26	8144.22	1.7873	8144.12	1.73973	8144.15	1.62512	8144	1.70783	8143.24	2.14276	29.0792
1512578281054	22.26	8143.33	1.87083	8143.76	1.73877	8143.54	1.6641	8143.72	1.79165	8143.05	2.26681	29.0476
1512578282154	22.25	8142.44	2.12786	8142.8	1.93649	8142.62	1.98068	8143.08	1.84662	8142.77	2.43296	29.0174
1512578283180	22.25	8144.22	2.27913	8143.64	1.93391	8144.23	2.0064	8144.16	1.95107	8143.75	2.53369	29.0767
1512578284205	22.24	8143.44	1.66667	8143.12	1.78699	8143.62	1.44559	8143.44	1.41657	8143.12	2.35077	29.049
1512578285231	22.25	8142.78	1.7873	8142.68	1.95192	8143	1.77951	8142.88	1.73973	8142.6	2.24569	29.0228
1512578286309	22.24	8144.22	1.85592	8143.4	2.38048	8144.31	2.17503	8143.92	2.05994	8142.48	2.43048	29.0727
1512578287318	22.25	8144.11	1.69148	8143.36	1.7767	8144	1.91485	8143.64	1.75309	8142.76	2.50162	29.0451
1512578288360	22.25	8143.89	1.2693	8143.36	1.49666	8143.85	1.3445	8143.44	1.44568	8142.85	2.48185	29.0544
1512578289435	22.26	8142.56	1.74005	8142.4	1.70783	8142.85	1.77229	8142.64	1.72916	8142.37	2.37048	29.007
1512578290590	22.24	8144.89	1.83333	8144	1.91485	8144.46	1.71345	8144.12	1.66633	8143.21	2.53076	29.0965
1512578291646	22.25	8143.67	1.73205	8143.12	1.73973	8143.38	1.55662	8143.44	1.63503	8142.65	2.46406	29.0465
1512578292679	22.24	8143.67	1.80278	8143.52	1.5308	8143.62	1.60927	8143.88	1.45258	8142.95	2.53874	29.0544
1512578293713	22.24	8143.44	1.5899	8143.36	1.43991	8143.38	1.3253	8143.44	1.35647	8142.47	2.3519	29.0307
1512578294791	22.23	8143.11	1.53659	8142.76	1.56205	8143	1.41421	8143.04	1.45717	8142.34	2.56522	29.0267
1512578295817	22.24	8142.56	2.00693	8142.12	1.87794	8142.77	1.83275	8142.48	1.91746	8141.8	2.29029	29.0135
1512578297319	22.24	8143.22	2.33333	8142.64	1.9975	8143.15	2.03495	8143.04	2.20756	8142.65	2.44283	29.0307
1512578298352	22.24	8144.78	1.7873	8143.8	1.73205	8144.31	1.70219	8143.92	1.68127	8142.75	2.35911	29.09
1512578299362	22.24	8143.11	1.16667	8142.48	1.93907	8143	1.47196	8142.68	1.7253	8141.72	2.39018	29.0242
1512578300405	22.25	8143	1.41421	8142.2	2.16025	8142.77	1.64083	8142.4	1.82574	8141.55	2.8227	28.9754
1512578301416	22.24	8142.11	1.53659	8141.48	2.502	8142.31	1.97419	8142.12	2.14709	8142.01	2.76132	28.9912
1512578302427	22.24	8141.22	1.30171	8141	1.73205	8141.23	1.73944	8141.32	1.70098	8141.39	2.39799	28.9597
1512578303468	22.23	8142.22	1.85592	8141.84	1.95107	8142.15	1.90815	8142.4	2.06155	8141.56	2.42539	28.9886
1512578304607	22.24	8141.22	1.92209	8141.28	2.07204	8141.31	1.84321	8141.32	2.07605	8141.28	2.37488	28.9597
1512578305738	22.24	8140.67	1.32288	8141.04	1.7195	8141	1.41421	8141.08	1.82392	8140.73	2.56422	28.94
1512578306769	22.24	8141.89	2.14735	8140.88	2.36854	8141.77	2.12736	8141.24	2.29637	8140.55	2.53905	28.9768
1512578307796	22.25	8140.22	1.39443	8140.36	1.62993	8140.31	1.4367	8140.44	1.50222	8140.07	2.18778	28.9217
1512578308821	22.24	8139.56	1.23603	8139.6	1.55456	8139.46	1.05003	8139.68	1.4922	8140.07	2.34408	28.8941
1512578309847	22.26	8141.33	1.65831	8141.24	2.00582	8141.31	1.60128	8141.4	1.65831	8141.26	2.50941	28.9675
1512578310859	22.23	8141.33	1.87083	8141.12	1.81016	8141.23	1.83275	8141.32	1.7253	8140.96	2.33371	28.9636
1512578311898	22.24	8140.67	2.12132	8140.68	1.65126	8140.69	1.84321	8140.68	1.86458	8140.44	2.6315	28.9557
1512578312931	22.25	8138.44	2.12786	8138.68	1.95192	8138.62	1.85016	8138.88	2.00666	8138.98	2.43344	28.8678
1512578313950	22.24	8139.44	1.50923	8139.88	1.58955	8139.46	1.5064	8140.12	1.66633	8140.3	2.71394	28.9032
1512578314975	22.24	8138.56	1.23603	8138.84	1.51877	8138.69	1.37747	8138.92	1.57903	8138.99	2.26499	28.8653
1512578316001	22.23	8139.11	2.08833	8139.08	2.44813	8139.15	2.40992	8139.12	2.27889	8138.9	2.54862	28.8548
1512578317059	22.24	8139.78	1.98606	8139.92	2.13931	8140.08	2.28989	8140.32	2.17409	8139.6	2.33461	28.902
1512578318154	22.22	8140	1.65831	8140.04	1.85921	8140.15	1.67562	8140.16	1.79536	8139.32	2.27313	28.9217
1512578319208	22.21	8140.22	1.30171	8139.84	1.54596	8140.31	1.37747	8139.96	1.33791	8138.93	2.57895	28.9165
1512578320292	22.22	8139.67	1.22474	8139.24	1.47986	8139.62	1.19293	8139.48	1.15902	8139.06	2.4783	28.8851
1512578321479	22.22	8139.89	1.83333	8139.92	2.1587	8139.54	1.6641	8139.76	2.0672	8139.65	2.55975	28.8929
1512578322514	22.22	8141.22	2.63523	8140.36	2.54755	8140.92	2.53185	8140.36	2.2891	8140.03	2.4429	28.9427
1512578323520	22.22	8140	2.54951	8140.52	2.25684	8140.69	2.56205	8140.6	2.27303	8140.39	2.45994	28.8969
1512578324536	22.22	8138.78	1.64148	8139.56	1.70978	8139.31	1.70219	8139.68	1.62583	8140.12	2.14605	28.8615
1512578325563	22.21	8141.22	2.10819	8140.84	2.30362	8141.23	2.31495	8140.8	2.10159	8140.02	2.48738	28.9402
1512578326592	22.2	8140.44	1.94365	8140.36	2.23383	8140.54	2.06621	8140.52	2.0232	8139.7	2.47337	28.9061
1512578327626	22.21	8140.44	1.94365	8140.8	1.97906	8140.69	1.6525	8140.8	1.91485	8139.72	2.4716	28.9126
1512578328643	22.21	8140	1.22474	8139.84	1.46287	8140.08	1.18754	8139.92	1.57903	8138.92	2.26825	28.8969
1512578329676	22.21	8139.22	1.20185	8139.28	1.94765	8139.08	1.32045	8139.36	2.07926	8138.79	2.26581	28.8733
1512578330692	22.21	8137.89	1.36423	8137.84	1.81842	8137.92	1.38212	8138.2	1.82574	8137.76	2.26043	28.8222
1512578331844	22.21	8139	2.34521	8139.44	2.46779	8139.31	2.21302	8139.6	2.48328	8138.85	2.6385	28.8615
1512578332891	22.21	8137.89	1.76383	8138.28	2.33666	8138	1.82574	8138.36	2.17715	8139.1	2.58796	28.8222
1512578334009	22.2	8138.56	1.74005	8139.52	2.63186	8139	2.04124	8139.72	2.63818	8139.78	2.88081	28.8393
1512578335150	22.2	8139.56	2.83333	8140.32	2.34023	8140.08	2.87117	8140.2	2.43242	8139.52	2.40458	28.8746
1512578336160	22.2	8139.33	1.73205	8140.2	2.06155	8140.15	2.19265	8140.28	2.0108	8139.97	2.41718	28.8668
1512578337186	22.21	8140.89	2.26078	8140.4	2.23607	8141	1.91485	8140.64	1.91224	8139.88	2.38159	28.9284
1512578338226	22.2	8139.22	2.10819	8139.08	1.95619	8139.38	1.85016	8139.48	1.82848	8138.83	2.32591	28.8628
1512578339296	22.19	8139.44	2.00693	8140.2	1.84842	8139.77	1.73944	8140.24	1.76257	8139.95	2.64327	28.8786
1512578340328	22.19	8139.78	1.71594	8139.36	1.57797	8139.77	1.58923	8139.68	1.54704	8138.91	2.46169	28.8446
1512578341402	22.2	8138.78	1.56347	8139.2	1.38444	8139.08	1.44115	8139.28	1.59478	8138.6	2.18479	28.8471
1512578342509	22.21	8139.11	1.45297	8139.08	1.77764	8139.08	1.60528	8139.16	1.772	8139.12	2.47804	28.8589
1512578343624	22.2	8138.78	1.71594	8138.92	2.05994	8139.08	1.70595	8139.28	2.11187	8139.46	2.34062	28.8157
1512578344653	22.21	8140.44	1.94365	8140.96	1.7673	8140.77	1.7867	8141.04	2.11108	8140.74	2.47387	28.889
1512578345681	22.19	8139.78	1.71594	8140.48	1.5843	8140.15	1.51911	8140.56	1.95959	8140.4	2.53155	28.8864
1512578346758	22.19	8137.89	2.42097	8138.84	1.772	8138.54	2.25889	8139	2.02073	8139.03	2.59989	28.8092
1512578347830	22.19	8138.89	1.96497	8138.8	1.87083	8139.08	1.70595	8139.16	1.72434	8139.06	2.69874	28.8511
1512578348935	22.19	8139.67	1.93649	8140.48	1.82848	8140.15	1.77229	8140.48	1.73494	8140.21	2.56144	28.8721
1512578349950	22.19	8138.78	1.48137	8139.52	2.10396	8139.46	1.85362	8139.68	2.07605	8139.6	2.47306	28.8406
1512578350986	22.18	8140.44	1.33333	8140.96	2.18861	8141.08	1.49786	8141.08	1.95619	8140.34	2.50357	28.9153
1512578352013	22.19	8142.44	1.5899	8141.52	2.38258	8142.38	1.50214	8141.88	1.98578	8140.81	2.48881	28.968
1512578353155	22.2	8140	1.41421	8140	2.29129	8140.08	1.44115	8140.24	2.1848	8140.99	3.24759	28.8773
1512578354173	22.19	8141.56	1.74005	8141.92	2.32594	8142.08	1.89128	8141.84	2.33952	8140.76	2.59911	28.939
1512578355319	22.19	8142.78	1.71594	8142.64	1.8	8142.92	1.97744	8142.44	1.87261	8141.65	2.56787	28.9824
1512578356332	22.19	8140.89	2.08833	8140.56	1.95959	8140.85	2.11527	8140.56	2.02237	8139.92	2.61474	28.9153
1512578357358	22.19	8141.11	2.42097	8140.92	1.97737	8140.85	2.19265	8141.2	2.04124	8140.37	2.49075	28.9232
1512578358414	22.21	8139.78	1.71594	8140	1.75594	8139.85	1.67562	8140.36	1.8	8140.04	2.4439	28.876
1512578359420	22.2	8141.33	1.65831	8141.56	2.29274	8141.85	2.37508	8142.2	2.67706	8140.77	2.78061	28.9666
1512578360547	22.2	8139	1.73205	8139.68	2.17409	8139.77	2.27866	8139.76	2.42006	8139.38	2.59971	28.8615
1512578361629	22.21	8138.44	1.13039	8139	1.68325	8139.08	1.65638	8139.08	1.55242	8138.61	2.37618	28.855
1512578362665	22.2	8139.44	1.13039	8139.56	1.82757	8139.69	1.31559	8139.6	1.60728	8138.84	2.35113	28.8772
1512578363683	22.21	8138.89	1.61589	8139.4	1.80278	8139.38	1.60927	8139.52	1.96044	8139.1	2.59399	28.8589
1512578364894	22.2	8140.33	1.58114	8139.8	2.17945	8140.23	1.73944	8140.08	2.11975	8139.6	2.40689	28.9087
1512578365967	22.21	8139.44	1.5899	8139.72	1.79165	8139.54	1.33012	8139.84	2.13464	8140.1	2.66256	28.8668
1512578367071	22.2	8139.11	2.20479	8139.6	1.95789	8139.62	1.98068	8139.52	2.10396	8139.59	2.69919	28.8786
1512578368095	22.2	8139.67	1.93649	8139.32	2.30434	8139.62	1.89466	8139.4	2.21736	8139.2	2.73911	28.8864
1512578369144	22.2	8139	2.17945	8139.2	2.29129	8139.46	2.3315	8139.2	2.10159	8139.38	2.70742	28.8589
1512578370205	22.2	8139.56	2.06828	8139.56	2.29274	8140.08	2.59684	8139.64	2.2151	8138.98	2.87402	28.8746
1512578371290	22.19	8140	1.73205	8139.96	2.49132	8140.31	2.17503	8140	2.25462	8139.31	2.79784	28.8864
1512578372298	22.19	8138.44	1.66667	8138.44	2.21886	8138.77	2.08782	8138.64	2.01825	8138.51	2.73692	28.8523
1512578373324	22.21	8137.44	1.87824	8138.4	1.97906	8138.38	2.14237	8138.6	2.10159	8138.68	2.70424	28.8105
1512578374401	22.2	8140.33	1.5	8139.8	2.17945	8139.92	1.89128	8139.64	2.15793	8138.97	2.35946	28.9061
1512578375463	22.21	8138.89	1.05409	8138.36	1.8	8138.62	1.44559	8138.4	1.70783	8138.25	2.28282	28.8576
1512578376502	22.21	8137.67	1.5	8137.72	1.51438	8137.38	1.50214	8137.64	1.46856	8137.56	2.40828	28.8144
1512578377556	22.22	8136.56	1.13039	8136.52	1.55778	8136.85	1.57301	8136.68	1.51987	8136.93	2.64475	28.7752
1512578378567	22.2	8137.22	1.92209	8137.04	1.98914	8137.31	1.97419	8137.08	2.17792	8137.47	2.81559	28.7987
1512578379579	22.2	8138	2.12132	8137.84	2.19241	8138	2.27303	8137.92	2.30796	8137.85	2.77511	28.8197
1512578380724	22.2	8138.78	1.92209	8139.08	1.93477	8139	1.82574	8139.2	1.87083	8138.81	2.6233	28.8471
1512578381745	22.2	8139.89	2.36878	8140.16	2.09523	8139.92	1.97744	8139.96	1.79072	8139.46	2.35615	28.8929
1512578382770	22.2	8138.67	1.65831	8139.2	1.63299	8138.92	1.5525	8139.12	1.42361	8138.87	2.23579	28.8497
1512578383796	22.21	8138.78	1.7873	8138.84	1.8412	8138.92	1.93484	8138.92	1.63095	8138.48	2.39807	28.8536
1512578384871	22.21	8137.89	2.02759	8137.88	1.87794	8138.15	2.03495	8138.16	2.01412	8138.44	2.69989	28.8301
1512578385896	22.2	8139.11	1.90029	8139.04	2.00998	8139.38	1.93815	8139.16	1.97231	8138.92	2.60075	28.8628
1512578386905	22.2	8139.22	2.04803	8138.8	2.27303	8139.38	2.02231	8139.08	2.05994	8138.39	2.55978	28.8628
1512578387926	22.2	8139.33	2.23607	8139.08	1.99833	8139.31	2.01596	8139.4	2.04124	8138.73	2.45797	28.8511
1512578388952	22.2	8139.44	1.5899	8139.28	1.48661	8139.38	1.50214	8139.64	1.62993	8138.95	2.32903	28.8707
1512578389993	22.21	8138.22	1.85592	8138.12	1.83303	8137.92	1.65638	8138.32	1.7253	8137.8	2.28117	28.8536
1512578391033	22.2	8137.44	1.66667	8137.24	1.92094	8137.31	1.49358	8137.32	1.67631	8137.11	2.30795	28.8066
1512578392128	22.21	8137	1.80278	8137	2.12132	8136.85	1.72463	8136.84	2.01412	8136.69	2.54231	28.8026
1512578393152	22.21	8137.56	2.18581	8136.36	2.48126	8136.92	2.62874	8136.84	2.5606	8136.7	2.75999	28.8262
1512578394344	22.21	8137.67	1.73205	8136.88	1.94336	8137.46	2.02548	8137.36	2.11896	8137.12	2.52592	28.8209
1512578395351	22.22	8136.89	1.96497	8136.92	2.25315	8137	2.16025	8136.88	2.10792	8136.9	2.43448	28.7935
1512578396360	22.21	8135.22	1.85592	8135.04	1.92527	8135.15	1.81871	8135	1.58114	8135.51	2.43265	28.7244
1512578397484	22.22	8135	2.39792	8135.16	2.65644	8135.15	2.60916	8135.28	2.44131	8135.84	2.87773	28.727
1512578398557	22.22	8135.89	2.20479	8135.64	2.2151	8135.77	2.04751	8135.72	2.11187	8135.97	2.45354	28.7582
1512578399649	22.22	8139.11	2.42097	8137.76	2.25979	8138.62	2.2188	8138	2.06155	8136.55	2.48504	28.8733
1512578400684	22.21	8137.44	1.33333	8136.92	1.89121	8137.31	1.4367	8137.08	1.6052	8136.26	2.34023	28.8066
1512578401688	22.22	8136.78	1.7873	8136.72	2.07204	8136.77	1.64083	8136.8	1.65831	8135.87	2.40929	28.7895
1512578402714	22.22	8136.89	1.96497	8137.4	1.93649	8137.08	1.93484	8137.56	2.06317	8136.92	2.50399	28.787
1512578403743	22.21	8136.67	2.87228	8136.68	2.21209	8136.85	2.51151	8136.84	2.2301	8136.96	2.6739	28.7856
1512578404777	22.21	8137.44	1.74005	8137.28	1.76824	8137.31	1.60128	8137.28	1.86011	8136.99	2.80622	28.8105
1512578405803	22.21	8136.22	2.27913	8136.68	2.42762	8136.38	2.2188	8136.56	2.77008	8136.47	2.85964	28.77
1512578406816	22.22	8136	1.5	8136.48	1.82848	8136.31	1.49358	8136.6	2.02073	8136.34	2.61318	28.7621
1512578407842	22.2	8135	1.93649	8135.44	2.2561	8135.15	1.90815	8135.4	2.21736	8135.31	2.42702	28.714
1512578408880	22.22	8135.78	1.7873	8135.4	1.80278	8135.54	1.85362	8135.36	1.823	8135.27	2.6536	28.7478
1512578409905	22.23	8136.78	1.56347	8137.2	2.39792	8137.38	1.93815	8137.12	2.08806	8136.79	2.65137	28.796
1512578410934	22.22	8136.11	2.02759	8136	2.41523	8136.38	2.25605	8136.08	2.11975	8135.03	2.60895	28.7725
1512578412070	22.21	8135.78	2.33333	8136.24	2.68142	8136.23	2.45472	8136.48	2.4	8135.92	2.76951	28.7478
1512578413298	22.22	8137.56	1.87824	8137.04	2.31805	8137.77	2.0064	8137.44	2.08327	8136.7	2.45434	28.817
1512578414338	22.22	8135.78	2.10819	8136.32	2.30434	8136.23	2.12736	8136.6	2.14087	8136.27	2.28724	28.7608
1512578415428	22.22	8136.89	2.42097	8137	2.27303	8137.15	2.23033	8137.36	2.2891	8136.27	2.35014	28.8013
1512578416515	22.22	8135.89	2.26078	8135.68	2.03552	8135.92	1.97744	8135.88	1.9218	8135.05	2.39952	28.7582
1512578417591	22.23	8135.11	1.90029	8136.04	2.00998	8135.77	2.04751	8135.88	2.24202	8135.97	2.54932	28.7322
1512578418668	22.23	8135	2.06155	8135.92	1.91311	8135.77	2.08782	8135.76	2.25979	8135.98	2.94208	28.727
1512578419724	22.22	8135.78	2.81859	8135.92	2.30796	8136.38	2.56705	8135.92	2.27156	8135.25	2.60614	28.6489
1512578420768	22.22	8134	2.59808	8134.56	2.23756	8134.46	2.3315	8134.64	2.11896	8134.85	2.22514	28.6996
1512578421792	22.23	8133	2.17945	8132.84	1.95107	8133.15	2.23033	8133.28	2.15097	8133.52	2.24558	28.6788
1512578422898	22.22	8137.44	1.94365	8137.64	1.8	8137.69	2.05688	8137.88	1.85562	8136.29	2.52256	28.8195
1512578423937	22.22	8136.78	1.71594	8136.48	2.04369	8136.92	1.49786	8136.84	2.15407	8136.41	2.57053	28.7974
1512578424938	22.22	8136	1.87083	8135.8	1.68325	8136.23	1.64083	8136.04	1.81384	8135.83	2.33039	28.7621
1512578425987	22.23	8135.67	1.58114	8135.84	1.62481	8135.85	1.57301	8136.12	1.73973	8136.09	2.05183	28.7569
1512578427015	22.24	8136	1.65831	8135.64	1.75309	8136	1.41421	8135.72	1.76824	8135.64	1.96136	28.7804
1512578428061	22.23	8135	1.58114	8134.72	1.72047	8135	1.47196	8134.76	1.76257	8134.67	2.05958	28.7452
1512578429066	22.22	8134.33	2	8134	1.68325	8134.46	1.8081	8134.08	1.75404	8133.58	2.42707	28.71
1512578430115	22.23	8134.33	1.80278	8134.44	2.12289	8134.77	1.96443	8134.48	2.18174	8133.99	2.32511	28.7178
1512578431138	22.23	8132.89	1.76383	8133.52	1.78232	8133.23	1.64083	8133.48	2.04369	8133.34	2.18077	28.6866
1512578432242	22.23	8134.67	1.41421	8134.52	1.5843	8134.77	1.5359	8134.72	1.51438	8134.66	2.31065	28.736
